▶ skipping venv without pytest: /c/Users/given/hermes-audit/hermes-agent/.venv
▶ running per-file parallel test suite via run_tests_parallel.py
  (TZ=UTC LANG=C.UTF-8 PYTHONHASHSEED=0; clean env)
▶ pre-compiling bytecode cache
▶ launching test runner
Discovered 3152 test files (~31960 tests) under ['tests']; running with -j 32
[  0.0% |     3/~31960 | ✓3 | ✗0] ✓ tests\acp\test_auth.py (3✓, 12.9s)

[ 61.9% | 19791/~31960 | ✓21697 | ✗   93] ✗ tests\hermes_cli\test_plugin_install_ref.py (19✓ 3✗, 387.5s)

  ╔╍ Failed: tests\hermes_cli\test_plugin_install_ref.py ╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍
  ║                 entries = list(scandir_it)
  ║         except OSError:
  ║             onerror(os.scandir, path, sys.exc_info())
  ║             entries = []
  ║         for entry in entries:
  ║             fullname = entry.path
  ║             if _rmtree_isdir(entry):
  ║                 try:
  ║                     if entry.is_symlink():
  ║                         # This can only happen if someone replaces
  ║                         # a directory with a symlink after the call to
  ║                         # os.scandir or entry.is_dir above.
  ║                         raise OSError("Cannot call rmtree on a symbolic link")
  ║                 except OSError:
  ║                     onerror(os.path.islink, fullname, sys.exc_info())
  ║                     continue
  ║                 _rmtree_unsafe(fullname, onerror)
  ║             else:
  ║                 try:
  ║ >                   os.unlink(fullname)
  ║ E                   PermissionError: [WinError 5] 拒绝访问。: 'C:\\Users\\given\\AppData\\Local\\Temp\\pytest-of-unknown\\pytest-25434\\test_reinstall_after_manual_di0\\home\\plugins\\demo\\.git\\objects\\48\\9ce0f857e7634a0eb9f328265a3e91fad49f61'
  ║ 
  ║ ..\..\AppData\Local\Programs\Python\Python311\Lib\shutil.py:632: PermissionError
  ║ ------------------------------ Captured log call ------------------------------
  ║ INFO     hermes_cli.plugins_cmd:plugins_cmd.py:137 plugin scan passed for plugin: Allowed (clean scan)
  ║ =========================== short test summary info ===========================
  ║ FAILED tests/hermes_cli/test_plugin_install_ref.py::test_metadata_write_failure_rolls_back_new_install
  ║ FAILED tests/hermes_cli/test_plugin_install_ref.py::test_metadata_write_failure_rolls_back_removal
  ║ FAILED tests/hermes_cli/test_plugin_install_ref.py::test_reinstall_after_manual_directory_removal_retains_pin
  ║ ================== 3 failed, 19 passed in 195.22s (0:03:15) ===================
  ║
  ║  Repro: python -m pytest tests\hermes_cli\test_plugin_install_ref.py
  ╚╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍

[ 61.9% | 19796/~31960 | ✓21702 | ✗   93] ✓ tests\run_agent\test_66267_multimodal_interim.py (5✓, 20.8s)
[ 61.9% | 19798/~31960 | ✓21704 | ✗   93] ✓ tests\run_agent\test_anthropic_response_header_capture.py (2✓, 14.4s)
[ 62.0% | 19802/~31960 | ✓21710 | ✗   93] ✓ tests\run_agent\test_anthropic_truncation_continuation.py (6✓, 17.9s)
[ 62.1% | 19849/~31960 | ✓21710 | ✗   93] ✗ tests\hermes_cli\test_doctor.py (47 tests, 601.7s)

  ╔╍ Failed: tests\hermes_cli\test_doctor.py ╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍
  ║ (300s exceeded; process tree SIGKILL'd)
  ║ ============================= test session starts =============================
  ║ platform win32 -- Python 3.11.9, pytest-9.1.1, pluggy-1.6.0
  ║ rootdir: C:\Users\given\hermes-audit\hermes-agent
  ║ configfile: pyproject.toml
  ║ plugins: anyio-4.12.1, asyncio-1.3.0
  ║ asyncio: mode=Mode.STRICT, debug=False, asyncio_default_fixture_loop_scope=None, asyncio_default_test_loop_scope=function
  ║ collected 54 items
  ║ 
  ║ tests\hermes_cli\test_doctor.py ........................................ [ 74%]
  ║ .........
  ║
  ║  Repro: python -m pytest tests\hermes_cli\test_doctor.py
  ╚╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍

[ 62.1% | 19851/~31960 | ✓21712 | ✗   93] ✓ tests\run_agent\test_81641_text_turn_incremental_persistence.py (2✓, 27.9s)
[ 62.1% | 19852/~31960 | ✓21713 | ✗   93] ✓ tests\run_agent\test_28161_anthropic_stream_pool_cleanup.py (1✓, 34.0s)
[ 62.1% | 19863/~31960 | ✓21724 | ✗   93] ✓ tests\run_agent\test_async_httpx_del_neuter.py (11✓, 22.6s)
[ 62.2% | 19889/~31960 | ✓21750 | ✗   93] ✓ tests\run_agent\test_agent_guardrails.py (26✓, 29.9s)
[ 62.3% | 19899/~31960 | ✓21760 | ✗   93] ✓ tests\run_agent\test_background_review.py (10✓, 21.8s)
[ 62.3% | 19904/~31960 | ✓21765 | ✗   93] ✓ tests\run_agent\test_background_review_cache_parity.py (5✓, 17.3s)
[ 62.3% | 19915/~31960 | ✓21776 | ✗   93] ✓ tests\run_agent\test_background_review_cost_controls.py (11✓, 18.0s)
[ 62.3% | 19917/~31960 | ✓21778 | ✗   93] ✓ tests\run_agent\test_background_review_toolset_restriction.py (2✓, 13.6s)
[ 62.3% | 19923/~31960 | ✓21784 | ✗   93] ✓ tests\run_agent\test_background_review_summary.py (6✓, 15.4s)
[ 62.5% | 19960/~31960 | ✓21823 | ✗   93] ✓ tests\plugins\test_collaboration_hosted_event_stream.py (39✓, 90.2s)
[ 62.5% | 19974/~31960 | ✓21851 | ✗   93] ✓ tests\plugins\web\test_web_search_provider_plugins.py (28✓, 60.6s)
[ 62.5% | 19977/~31960 | ✓21854 | ✗   93] ✓ tests\run_agent\test_codex_app_server_compaction.py (3✓, 14.8s)
[ 62.5% | 19982/~31960 | ✓21859 | ✗   93] ✓ tests\run_agent\test_32646_fallback_429_after_timeout.py (5✓, 49.8s)
[ 62.5% | 19985/~31960 | ✓21862 | ✗   93] ✓ tests\run_agent\test_codex_app_server_lifecycle.py (3✓, 15.8s)
[ 62.5% | 19990/~31960 | ✓21867 | ✗   93] ✓ tests\run_agent\test_anthropic_third_party_oauth_guard.py (5✓, 43.2s)
[ 62.6% | 20006/~31960 | ✓21883 | ✗   93] ✓ tests\run_agent\test_authorization_gate.py (16✓, 36.8s)
[ 62.6% | 20011/~31960 | ✓21888 | ✗   93] ✓ tests\run_agent\test_codex_multimodal_tool_result.py (5✓, 15.8s)
[ 62.6% | 20013/~31960 | ✓21890 | ✗   93] ✓ tests\run_agent\test_api_max_retries_config.py (2✓, 42.8s)
[ 62.6% | 20016/~31960 | ✓21893 | ✗   93] ✓ tests\run_agent\test_codex_no_tools_nonetype.py (3✓, 19.8s)
[ 62.6% | 20017/~31960 | ✓21894 | ✗   93] ✓ tests\run_agent\test_compress_focus_plugin_fallback.py (1✓, 14.6s)
[ 62.6% | 20018/~31960 | ✓21895 | ✗   93] ✓ tests\run_agent\test_commit_memory_session_context_engine.py (1✓, 14.9s)
[ 62.7% | 20030/~31960 | ✓21907 | ✗   93] ✓ tests\run_agent\test_callable_api_key.py (12✓, 29.2s)
[ 62.7% | 20048/~31960 | ✓21925 | ✗   93] ✓ tests\plugins\test_kanban_model_override.py (18✓, 96.3s)
[ 62.7% | 20051/~31960 | ✓21928 | ✗   93] ✓ tests\run_agent\test_compression_boundary.py (3✓, 20.4s)
[ 62.8% | 20058/~31960 | ✓21935 | ✗   93] ✓ tests\run_agent\test_auth_provider_failover.py (7✓, 55.2s)
[ 62.8% | 20061/~31960 | ✓21938 | ✗   93] ✓ tests\run_agent\test_anthropic_mid_tool_call_drop.py (3✓, 64.1s)
[ 62.8% | 20063/~31960 | ✓21940 | ✗   93] ✓ tests\run_agent\test_compression_trigger_excludes_reasoning.py (2✓, 15.3s)
[ 62.8% | 20067/~31960 | ✓21944 | ✗   93] ✓ tests\run_agent\test_860_dedup.py (4✓, 69.5s)
[ 62.8% | 20068/~31960 | ✓21945 | ✗   93] ✓ tests\run_agent\test_compressor_fallback_update.py (1✓, 16.8s)
[ 62.8% | 20085/~31960 | ✓21961 | ✗   94] ✗ tests\honcho_plugin\test_oauth_flow.py (16✓ 1✗, 178.2s)

  ╔╍ Failed: tests\honcho_plugin\test_oauth_flow.py ╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍
  ║ ============================= test session starts =============================
  ║ platform win32 -- Python 3.11.9, pytest-9.1.1, pluggy-1.6.0
  ║ rootdir: C:\Users\given\hermes-audit\hermes-agent
  ║ configfile: pyproject.toml
  ║ plugins: anyio-4.12.1, asyncio-1.3.0
  ║ asyncio: mode=Mode.STRICT, debug=False, asyncio_default_fixture_loop_scope=None, asyncio_default_test_loop_scope=function
  ║ collected 17 items
  ║ 
  ║ tests\honcho_plugin\test_oauth_flow.py ......F..........                 [100%]
  ║ 
  ║ ================================== FAILURES ===================================
  ║ _____________ test_display_config_path_never_leaks_absolute_path ______________
  ║ 
  ║     def test_display_config_path_never_leaks_absolute_path():
  ║         from pathlib import Path
  ║     
  ║         # Under home → collapsed to ~/…; outside home → bare filename only.
  ║         under_home = Path.home() / ".hermes" / "profiles" / "work" / "honcho.json"
  ║ >       assert oauth_flow._display_config_path(under_home) == "~/.hermes/profiles/work/honcho.json"
  ║ E       AssertionError: assert '~/.hermes\\p...\\honcho.json' == '~/.hermes/pr...k/honcho.json'
  ║ E         
  ║ E         - ~/.hermes/profiles/work/honcho.json
  ║ E         ?          ^        ^    ^
  ║ E         + ~/.hermes\profiles\work\honcho.json
  ║ E         ?          ^        ^    ^
  ║ 
  ║ tests\honcho_plugin\test_oauth_flow.py:274: AssertionError
  ║ =========================== short test summary info ===========================
  ║ FAILED tests/honcho_plugin/test_oauth_flow.py::test_display_config_path_never_leaks_absolute_path
  ║ =================== 1 failed, 16 passed in 90.14s (0:01:30) ===================
  ║
  ║  Repro: python -m pytest tests\honcho_plugin\test_oauth_flow.py
  ╚╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍

[ 62.9% | 20087/~31960 | ✓21963 | ✗   94] ✓ tests\run_agent\test_concurrent_interrupt.py (2✓, 17.3s)
[ 62.9% | 20089/~31960 | ✓21965 | ✗   94] ✓ tests\run_agent\test_codex_silent_hang_hint.py (2✓, 42.9s)
[ 62.9% | 20096/~31960 | ✓21972 | ✗   94] ✓ tests\run_agent\test_24996_fallback_exhaustion_cooldown.py (7✓, 86.6s)
[ 62.9% | 20106/~31960 | ✓21982 | ✗   94] ✓ tests\run_agent\test_compression_feasibility.py (10✓, 31.6s)
[ 62.9% | 20107/~31960 | ✓21985 | ✗   94] ✓ tests\run_agent\test_compression_budget_rearm.py (3✓, 38.1s)
[ 62.9% | 20108/~31960 | ✓21986 | ✗   94] ✓ tests\run_agent\test_compression_abort_state_reset.py (1✓, 42.6s)
[ 62.9% | 20111/~31960 | ✓21989 | ✗   94] ✓ tests\run_agent\test_corruption_recovery_guidance.py (3✓, 17.0s)
[ 63.1% | 20162/~31960 | ✓22061 | ✗   94] ✓ tests\run_agent\test_anthropic_prompt_cache_policy.py (72✓, 88.0s)
[ 63.1% | 20169/~31960 | ✓22068 | ✗   94] ✓ tests\run_agent\test_compression_lock_defer.py (7✓, 40.4s)
[ 63.1% | 20174/~31960 | ✓22073 | ✗   94] ✓ tests\run_agent\test_70773_shared_client_fd_corruption.py (5✓, 96.4s)
[ 63.1% | 20176/~31960 | ✓22075 | ✗   94] ✓ tests\run_agent\test_continuation_repetition_guard.py (2✓, 30.7s)
[ 63.1% | 20178/~31960 | ✓22077 | ✗   94] ✓ tests\run_agent\test_credential_pool_interrupt.py (2✓, 17.6s)
[ 63.1% | 20181/~31960 | ✓22080 | ✗   94] ✓ tests\run_agent\test_create_openai_client_ssl_verify.py (3✓, 18.6s)
[ 63.1% | 20182/~31960 | ✓22080 | ✗   94] ✓ tests\run_agent\test_deepseek_v4_thinking_live.py (2s, 4.6s)
[ 63.2% | 20186/~31960 | ✓22090 | ✗   94] ✓ tests\run_agent\test_compression_budget_refund.py (10✓, 50.7s)
[ 63.2% | 20188/~31960 | ✓22092 | ✗   94] ✓ tests\run_agent\test_credential_rotation_route_settings.py (2✓, 14.8s)
[ 63.2% | 20190/~31960 | ✓22094 | ✗   94] ✓ tests\run_agent\test_conversation_fallback_state.py (2✓, 34.2s)
[ 63.2% | 20191/~31960 | ✓22095 | ✗   94] ✓ tests\run_agent\test_copilot_native_vision_headers.py (1✓, 31.5s)
[ 63.2% | 20195/~31960 | ✓22099 | ✗   94] ✓ tests\run_agent\test_credits_notices_toggle.py (4✓, 16.7s)
[ 63.2% | 20203/~31960 | ✓22107 | ✗   94] ✓ tests\run_agent\test_compression_closed_adoption.py (8✓, 57.2s)
[ 63.2% | 20204/~31960 | ✓22108 | ✗   94] ✓ tests\run_agent\test_create_openai_client_kwargs_isolation.py (1✓, 34.0s)
[ 63.2% | 20206/~31960 | ✓22110 | ✗   94] ✓ tests\run_agent\test_entrypoint_stdio_repair.py (2✓, 16.3s)
[ 63.2% | 20210/~31960 | ✓22114 | ✗   94] ✓ tests\run_agent\test_empty_response_recovery_persistence.py (4✓, 17.4s)
[ 63.2% | 20211/~31960 | ✓22115 | ✗   94] ✓ tests\run_agent\test_exit_cleanup_interrupt.py (1✓, 16.7s)
[ 63.3% | 20224/~31960 | ✓22136 | ✗   94] ✓ tests\run_agent\test_deepseek_reasoning_content_echo.py (21✓, 28.7s)
[ 63.3% | 20228/~31960 | ✓22140 | ✗   94] ✓ tests\run_agent\test_create_openai_client_proxy_env.py (4✓, 45.8s)
[ 63.3% | 20230/~31960 | ✓22140 | ✗   94] ✓ tests\run_agent\test_fireworks_live.py (2 tests, 5.5s)
[ 63.3% | 20242/~31960 | ✓22152 | ✗   94] ✓ tests\run_agent\test_cross_process_turn_lease.py (12✓, 33.3s)
[ 63.3% | 20243/~31960 | ✓22153 | ✗   94] ✓ tests\run_agent\test_custom_provider_extra_headers_client.py (1✓, 32.1s)
[ 63.4% | 20251/~31960 | ✓22161 | ✗   94] ✓ tests\run_agent\test_fallback_credential_isolation.py (8✓, 20.9s)
[ 63.4% | 20253/~31960 | ✓22163 | ✗   94] ✓ tests\run_agent\test_create_openai_client_disables_sdk_retries.py (2✓, 52.2s)
[ 63.4% | 20257/~31960 | ✓22167 | ✗   94] ✓ tests\run_agent\test_fallback_reasoning_override.py (4✓, 18.9s)
[ 63.4% | 20267/~31960 | ✓22177 | ✗   94] ✓ tests\run_agent\test_continuation_ceiling_wedge.py (10✓, 62.2s)
[ 63.5% | 20283/~31960 | ✓22196 | ✗   94] ✓ tests\run_agent\test_codex_xai_oauth_recovery.py (19✓, 86.2s)
[ 63.5% | 20303/~31960 | ✓22216 | ✗   94] ✓ tests\run_agent\test_env_credential_turn_refresh.py (20✓, 28.6s)
[ 63.5% | 20306/~31960 | ✓22219 | ✗   94] ✓ tests\run_agent\test_image_generate_parallel.py (3✓, 13.8s)
[ 63.6% | 20311/~31960 | ✓22224 | ✗   94] ✓ tests\run_agent\test_image_rejection_fallback.py (5✓, 14.3s)
[ 63.6% | 20311/~31960 | ✓22224 | ✗   94] ✓ tests\run_agent\test_interactive_interrupt.py (10.5s)
[ 63.6% | 20334/~31960 | ✓22251 | ✗   94] ✓ tests\run_agent\test_file_mutation_verifier.py (27✓, 27.8s)
[ 63.7% | 20372/~31960 | ✓22289 | ✗   94] ✓ tests\plugins\test_kanban_dashboard_plugin.py (38✓, 172.8s)
[ 63.8% | 20376/~31960 | ✓22293 | ✗   94] ✓ tests\run_agent\test_dropped_tool_call_recovery.py (4✓, 41.4s)
[ 63.8% | 20381/~31960 | ✓22298 | ✗   94] ✓ tests\run_agent\test_iteration_budget_race.py (5✓, 14.8s)
[ 63.8% | 20388/~31960 | ✓22305 | ✗   94] ✓ tests\run_agent\test_infinite_compaction_loop.py (7✓, 19.5s)
[ 63.8% | 20392/~31960 | ✓22309 | ✗   94] ✓ tests\run_agent\test_jsondecodeerror_retryable.py (4✓, 16.2s)
[ 63.8% | 20393/~31960 | ✓22310 | ✗   94] ✓ tests\run_agent\test_last_reasoning_per_turn.py (1✓, 13.5s)
[ 63.8% | 20403/~31960 | ✓22320 | ✗   94] ✓ tests\run_agent\test_interrupt_propagation.py (10✓, 21.3s)
[ 63.8% | 20405/~31960 | ✓22322 | ✗   94] ✓ tests\run_agent\test_lmstudio_load_mode.py (2✓, 15.9s)
[ 63.9% | 20418/~31960 | ✓22335 | ✗   94] ✓ tests\run_agent\test_image_shrink_recovery.py (13✓, 27.1s)
[ 63.9% | 20423/~31960 | ✓22340 | ✗   94] ✓ tests\run_agent\test_long_context_tier_429.py (5✓, 16.1s)
[ 63.9% | 20425/~31960 | ✓22342 | ✗   94] ✓ tests\run_agent\test_materialize_data_url_cleanup.py (2✓, 16.2s)
[ 63.9% | 20429/~31960 | ✓22346 | ✗   94] ✓ tests\run_agent\test_memory_nudge_counter_hydration.py (4✓, 15.1s)
[ 63.9% | 20431/~31960 | ✓22348 | ✗   94] ✓ tests\run_agent\test_init_fallback_on_exhausted_pool.py (2✓, 29.5s)
[ 63.9% | 20432/~31960 | ✓22349 | ✗   94] ✓ tests\run_agent\test_memory_sync_interrupted.py (1✓, 15.8s)
[ 63.9% | 20438/~31960 | ✓22355 | ✗   94] ✓ tests\run_agent\test_create_openai_client_reuse.py (6✓, 78.0s)
[ 64.0% | 20441/~31960 | ✓22358 | ✗   94] ✓ tests\run_agent\test_moa_fanout_cadence.py (3✓, 19.8s)
[ 64.0% | 20444/~31960 | ✓22361 | ✗   94] ✓ tests\run_agent\test_empty_terminal_reasoning_surface.py (3✓, 64.4s)
[ 64.0% | 20445/~31960 | ✓22362 | ✗   94] ✓ tests\run_agent\test_nous_429_fallback_reentry.py (1✓, 13.9s)
[ 64.0% | 20466/~31960 | ✓22383 | ✗   94] ✓ tests\run_agent\test_message_sequence_repair.py (21✓, 25.2s)
[ 64.1% | 20471/~31960 | ✓22388 | ✗   94] ✓ tests\run_agent\test_notice_spine.py (5✓, 14.9s)
[ 64.1% | 20477/~31960 | ✓22394 | ✗   94] ✓ tests\run_agent\test_moa_streaming.py (6✓, 19.6s)
[ 64.1% | 20486/~31960 | ✓22403 | ✗   94] ✓ tests\run_agent\test_multimodal_tool_content_recovery.py (9✓, 19.0s)
[ 64.1% | 20494/~31960 | ✓22411 | ✗   94] ✓ tests\run_agent\test_moa_privacy_filter.py (8✓, 22.7s)
[ 64.2% | 20519/~31960 | ✓22437 | ✗   94] ✓ tests\run_agent\test_413_compression.py (26✓, 175.5s)
[ 64.2% | 20524/~31960 | ✓22442 | ✗   94] ✓ tests\run_agent\test_memory_provider_init.py (5✓, 32.2s)
[ 64.2% | 20525/~31960 | ✓22443 | ✗   94] ✓ tests\run_agent\test_dict_tool_call_args.py (1✓, 77.9s)
[ 64.2% | 20527/~31960 | ✓22445 | ✗   94] ✓ tests\run_agent\test_nonretryable_error_html_summary.py (2✓, 25.5s)
[ 64.2% | 20531/~31960 | ✓22449 | ✗   94] ✓ tests\run_agent\test_percentage_clamp.py (4✓, 20.8s)
[ 64.3% | 20537/~31960 | ✓22455 | ✗   94] ✓ tests\run_agent\test_per_model_compression_threshold.py (6✓, 23.7s)
[ 64.3% | 20549/~31960 | ✓22467 | ✗   94] ✓ tests\run_agent\test_compression_persistence.py (12✓, 134.9s)
[ 64.3% | 20553/~31960 | ✓22471 | ✗   94] ✓ tests\run_agent\test_per_model_threshold_init_ordering.py (4✓, 26.5s)
[ 64.3% | 20554/~31960 | ✓22472 | ✗   94] ✓ tests\run_agent\test_preflight_compression_cap_e2e.py (1✓, 36.3s)
[ 64.3% | 20562/~31960 | ✓22480 | ✗   94] ✓ tests\run_agent\test_fallback_api_mode_preservation.py (8✓, 108.2s)
[ 64.3% | 20565/~31960 | ✓22483 | ✗   94] ✓ tests\run_agent\test_post_tool_compression_attempt_cap.py (3✓, 45.7s)
[ 64.4% | 20568/~31960 | ✓22486 | ✗   94] ✓ tests\run_agent\test_nous_fallback_unavailable.py (3✓, 58.8s)
[ 64.4% | 20571/~31960 | ✓22489 | ✗   94] ✓ tests\run_agent\test_repair_tool_call_arguments.py (3✓, 23.6s)
[ 64.4% | 20576/~31960 | ✓22494 | ✗   94] ✓ tests\run_agent\test_plugin_context_engine_init.py (5✓, 62.2s)
[ 64.4% | 20584/~31960 | ✓22502 | ✗   94] ✓ tests\run_agent\test_repair_tool_call_name.py (8✓, 21.6s)
[ 64.4% | 20593/~31960 | ✓22511 | ✗   94] ✓ tests\run_agent\test_retry_status_buffer.py (9✓, 18.5s)
[ 64.5% | 20600/~31960 | ✓22518 | ✗   94] ✓ tests\run_agent\test_overflow_overhead_aware_tokens.py (7✓, 71.8s)
[ 64.5% | 20605/~31960 | ✓22523 | ✗   94] ✓ tests\run_agent\test_review_prompt_class_first.py (5✓, 18.3s)
[ 64.6% | 20657/~31960 | ✓22575 | ✗   94] ✓ tests\run_agent\test_native_compaction.py (52✓, 87.1s)
[ 64.7% | 20663/~31960 | ✓22581 | ✗   94] ✓ tests\run_agent\test_proactive_prune_loop_wiring.py (6✓, 61.1s)
[ 64.7% | 20664/~31960 | ✓22581 | ✗   94] ✓ tests\run_agent\test_sequential_chats_live.py (1s, 5.6s)
[ 64.7% | 20667/~31960 | ✓22584 | ✗   94] ✓ tests\run_agent\test_invalid_context_length_warning.py (3✓, 116.1s)
[ 64.7% | 20673/~31960 | ✓22590 | ✗   94] ✓ tests\run_agent\test_identity_flush.py (6✓, 125.6s)
[ 64.7% | 20678/~31960 | ✓22595 | ✗   94] ✓ tests\run_agent\test_pre_compress_memory_context.py (5✓, 75.3s)
[ 64.8% | 20726/~31960 | ✓22669 | ✗   94] ✓ tests\plugins\test_collaboration_cloud_files.py (74✓, 299.9s)
[ 64.9% | 20727/~31960 | ✓22679 | ✗   94] ✓ tests\run_agent\test_malformed_tool_arguments.py (10✓, 117.1s)
[ 64.9% | 20735/~31960 | ✓22687 | ✗   94] ✓ tests\run_agent\test_compression_boundary_hook.py (8✓, 206.4s)
[ 64.9% | 20739/~31960 | ✓22691 | ✗   94] ✓ tests\run_agent\test_run_agent_multimodal_prologue.py (4✓, 19.2s)
[ 64.9% | 20741/~31960 | ✓22693 | ✗   94] ✓ tests\run_agent\test_session_reset_fix.py (2✓, 18.1s)
[ 64.9% | 20743/~31960 | ✓22695 | ✗   94] ✓ tests\run_agent\test_session_source.py (2✓, 17.6s)
[ 64.9% | 20749/~31960 | ✓22701 | ✗   94] ✓ tests\run_agent\test_session_meta_filtering.py (6✓, 24.6s)
[ 65.0% | 20763/~31960 | ✓22715 | ✗   94] ✓ tests\run_agent\test_session_activity_persist.py (14✓, 35.1s)
[ 65.0% | 20765/~31960 | ✓22717 | ✗   94] ✓ tests\run_agent\test_session_id_env.py (2✓, 45.6s)
[ 65.0% | 20767/~31960 | ✓22719 | ✗   94] ✓ tests\run_agent\test_streaming_tool_call_repair.py (2✓, 23.1s)
[ 65.0% | 20779/~31960 | ✓22731 | ✗   94] ✓ tests\run_agent\test_plugin_stream_hooks.py (12✓, 128.7s)
[ 65.0% | 20782/~31960 | ✓22735 | ✗   94] ✓ tests\run_agent\test_sequential_tool_timeout.py (4✓, 71.2s)
[ 65.0% | 20787/~31960 | ✓22739 | ✗   95] ✗ tests\run_agent\test_openai_client_lifecycle.py (4✓ 1✗, 149.7s)

  ╔╍ Failed: tests\run_agent\test_openai_client_lifecycle.py ╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍
  ║                 logger.debug(
  ║                     "Force-closing httpx client due to interrupt (not a network error)."
  ║                 )
  ║                 # Force-close the in-flight worker-local HTTP connection to stop
  ║                 # token generation without poisoning the shared client used to
  ║                 # seed future retries. #67142: for anthropic this aborts the
  ║                 # request-local client's sockets from this poll (stranger) thread
  ║                 # rather than closing the shared _anthropic_client, which could
  ║                 # release a TLS FD mid-SSL-BIO and corrupt an unrelated SQLite DB.
  ║                 try:
  ║                     _close_request_client_once("interrupt_abort")
  ║                 except Exception:
  ║                     pass
  ║                 # #81521 (sibling of the streaming-path fix): wait for the worker
  ║                 # to unwind Relay-managed scopes before surfacing
  ║                 # InterruptedError, so turn teardown cannot race a still-open
  ║                 # physical scope and corrupt the LIFO stack. No-op when Relay
  ║                 # managed execution is not live.
  ║                 _join_worker_for_relay_teardown(t, label="Non-streaming")
  ║                 raise InterruptedError("Agent interrupted during API call")
  ║         if result["error"] is not None:
  ║ >           raise result["error"]
  ║ E           TimeoutError: Non-streaming API call timed out after 0s with no response (threshold: 0s)
  ║ 
  ║ agent\chat_completion_helpers.py:1816: TimeoutError
  ║ ------------------------------ Captured log call ------------------------------
  ║ WARNING  agent.chat_completion_helpers:chat_completion_helpers.py:782 Non-streaming API call stale for 0s (threshold 0s). model=gpt-5-codex context=~0 tokens. Killing connection.
  ║ =========================== short test summary info ===========================
  ║ FAILED tests/run_agent/test_openai_client_lifecycle.py::test_stale_non_stream_close_is_single_owner
  ║ =================== 1 failed, 4 passed in 72.84s (0:01:12) ====================
  ║
  ║  Repro: python -m pytest tests\run_agent\test_openai_client_lifecycle.py
  ╚╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍

[ 65.1% | 20791/~31960 | ✓22739 | ✗   99] ✗ tests\run_agent\test_start_order_gate.py (4✗, 68.1s)

  ╔╍ Failed: tests\run_agent\test_start_order_gate.py ╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍
  ║                 if not in_order:
  ║                     logger.warning(
  ║                         "start-order gate timed out for %s (order=%d next=%d); "
  ║                         "proceeding out of order",
  ║                         tool_name or "tool",
  ║                         order,
  ║                         next_start_order,
  ║                     )
  ║                 try:
  ║                     if callback is not None:
  ║                         callback()
  ║                 finally:
  ║                     next_start_order = max(next_start_order, order + 1)
  ║                     _advance_skipped_orders()
  ║                     start_condition.notify_all()
  ║             return True
  ║     
  ║         # Resolved before the workers are defined so the start-order gate can clamp
  ║         # its own bound against the batch deadline it must stay under.
  ║ >       timeout_s = _resolve_concurrent_tool_timeout(tool_name_list)
  ║                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  ║ E       TypeError: test_capacity_rejection_does_not_starve_later_workers.<locals>.<lambda>() takes 0 positional arguments but 1 was given
  ║ 
  ║ agent\tool_executor.py:1489: TypeError
  ║ =========================== short test summary info ===========================
  ║ FAILED tests/run_agent/test_start_order_gate.py::test_wedged_dispatch_does_not_starve_later_tools
